Wall time,Step,Value
1585713866.6457746,104,3.9982542991638184
1585714057.2008379,105,3.9971156120300293
1585714242.6814275,106,4.002232074737549
1585714429.3537562,107,3.988813638687134
1585714614.849262,108,3.9912796020507812
1585714804.14336,109,3.9814682006835938
1585714990.3617477,110,3.9833202362060547
1585715178.521163,111,3.9835309982299805
1585715368.3666103,112,3.9723281860351562
1585715556.4332957,113,3.964768648147583
1585715743.7044613,114,3.980876922607422
1585715932.7327847,115,3.9648807048797607
1585716121.394728,116,3.971730947494507
1585716310.333123,117,3.9607956409454346
1585716499.5465121,118,3.9610512256622314
1585716687.303814,119,3.966243267059326
1585716875.847896,120,3.949780225753784
1585717062.5626652,121,3.9475319385528564
1585717255.7671385,122,3.947934150695801
1585717444.8277497,123,3.946229934692383
1585717634.298598,124,3.946104049682617
1585717824.380891,125,3.9408798217773438
1585718012.6984057,126,3.933307647705078
1585718200.1613617,127,3.9380428791046143
1585718388.7901192,128,3.926896810531616
1585718576.2921326,129,3.927637815475464
1585718765.689991,130,3.922987699508667
1585718955.2919838,131,3.928194999694824
1585719143.7711692,132,3.9251275062561035
1585719331.3678055,133,3.9130609035491943
1585719517.9353197,134,3.9180140495300293
1585719705.8051608,135,3.917421579360962
1585719897.6119487,136,3.9091756343841553
1585720085.325528,137,3.9053714275360107
1585720272.0326254,138,3.9066660404205322
1585720459.0244465,139,3.8977811336517334
1585720645.556776,140,3.904029130935669
1585720834.4130385,141,3.8932113647460938
1585721023.6537175,142,3.898101329803467
1585721214.1134286,143,3.8786275386810303
1585721399.4857774,144,3.8898236751556396
1585721587.0030591,145,3.8782100677490234
1585721773.1396499,146,3.875674247741699
1585721964.5110788,147,3.883728504180908
1585722149.861442,148,3.882840394973755
1585722337.8593569,149,3.8795883655548096
1585722526.192009,150,3.8784823417663574
1585722717.8197227,151,3.875924825668335
1585722905.5408862,152,3.8679909706115723
1585723096.1173654,153,3.8630805015563965
1585723287.002913,154,3.8670265674591064
1585723479.2054706,155,3.8613345623016357
1585723668.6643212,156,3.8583920001983643
1585723860.72684,157,3.8558919429779053
1585724050.2070782,158,3.8530995845794678
1585724238.6929817,159,3.849686622619629
1585724430.8226106,160,3.844726085662842
1585724620.5847683,161,3.841672658920288
1585724813.2428386,162,3.840944290161133
1585725004.2075663,163,3.8433895111083984
1585725192.8132813,164,3.8416597843170166
1585725380.839762,165,3.8342669010162354
1585725572.4791267,166,3.8373677730560303
1585725763.6349363,167,3.833482027053833
1585725953.1127706,168,3.8317081928253174
1585726142.617496,169,3.8259332180023193
1585726330.510815,170,3.8237693309783936
1585726518.3560941,171,3.8268163204193115
1585726706.5993211,172,3.8230390548706055
1585726897.1591642,173,3.8192074298858643
1585727087.0768201,174,3.821843385696411
