Wall time,Step,Value
1585694451.1451845,0,0.0003920711751561612
1585694612.228791,1,0.0003642640367615968
1585694771.9393353,2,0.00035519833909347653
1585694955.8600993,3,0.00032054493203759193
1585695156.4703052,4,0.00028356353868730366
1585695345.4072492,5,0.0016178853111341596
1585695530.2700753,6,0.006971669849008322
1585695722.4605343,7,0.006522681564092636
1585695903.2693176,8,0.006534096784889698
1585696085.9251645,9,0.005447939969599247
1585696267.8699198,10,0.005320088937878609
1585696456.2912266,11,0.00565690640360117
1585696641.2193196,12,0.005466444417834282
1585696827.1513848,13,0.005714782513678074
1585697014.7454822,14,0.006320163607597351
1585697206.1527536,15,0.014191432856023312
1585697396.0721116,16,0.01423998735845089
1585697583.2586427,17,0.014958648011088371
1585697777.5317578,18,0.014505555853247643
1585697965.5526924,19,0.016917617991566658
1585698149.410108,20,0.019719362258911133
1585698335.130586,21,0.014658506028354168
1585698521.397836,22,0.020710261538624763
1585698709.9818532,23,0.01930241659283638
1585698899.617145,24,0.021265044808387756
1585699083.51081,25,0.01796889677643776
1585699274.7626438,26,0.02079753763973713
1585699463.07334,27,0.025002820417284966
1585699641.68366,28,0.022709114477038383
1585699823.975683,29,0.022523656487464905
1585699997.9388044,30,0.021709317341446877
1585700190.6361084,31,0.0272514671087265
1585700364.7406452,32,0.021296655759215355
1585700555.6329753,33,0.024980513378977776
1585700745.3624396,34,0.028703222051262856
1585700933.3709655,35,0.02691815048456192
1585701107.4295197,36,0.03350171074271202
1585701295.7189338,37,0.02855713851749897
1585701467.4301426,38,0.03177265822887421
1585701656.6994634,39,0.029826276004314423
1585701842.9261553,40,0.034012965857982635
1585702033.6563227,41,0.034016624093055725
1585702224.80338,42,0.036657530814409256
1585702412.0495782,43,0.03346405178308487
1585702597.2972603,44,0.043787967413663864
1585702790.7497616,45,0.04065987467765808
1585702978.2233987,46,0.03721019625663757
1585703167.0086062,47,0.042550183832645416
1585703356.9167552,48,0.040823303163051605
1585703546.4296556,49,0.0437324158847332
1585703737.4623778,50,0.04494465887546539
1585703927.5062213,51,0.04074818268418312
1585704118.3908684,52,0.044590193778276443
1585704306.0386395,53,0.048528339713811874
1585704495.0146427,54,0.04413393512368202
1585704680.4998486,55,0.04495786130428314
1585704870.1900709,56,0.049549344927072525
1585705053.3066137,57,0.04932450130581856
1585705242.680715,58,0.05231095477938652
1585705424.9457374,59,0.05031247437000275
1585705614.3971334,60,0.04995958134531975
1585705799.9562328,61,0.04881230369210243
1585705987.2520938,62,0.05357680842280388
1585706173.3177974,63,0.055876340717077255
1585706358.6760406,64,0.05442230775952339
1585706538.266821,65,0.05198298767209053
1585706728.4974904,66,0.05657631903886795
1585706921.562198,67,0.05329449474811554
1585707109.7547343,68,0.05347192659974098
1585707292.9942045,69,0.05821997672319412
1585707480.313935,70,0.06174524873495102
1585707664.4770143,71,0.05767234414815903
1585707853.269603,72,0.0516393780708313
1585708034.3382323,73,0.05733262747526169
1585708222.3921394,74,0.058818500488996506
1585708412.5070446,75,0.057623591274023056
1585708604.9726398,76,0.059794917702674866
1585708795.2814713,77,0.06084210053086281
1585708981.7599916,78,0.06311383843421936
1585709172.2729838,79,0.05769122764468193
1585709363.3626208,80,0.0551753006875515
1585709554.9683666,81,0.06103457883000374
1585709745.1936834,82,0.0623624213039875
1585709934.9426026,83,0.06263386458158493
1585710126.6260288,84,0.06318597495555878
1585710318.5819054,85,0.06724298000335693
1585710511.9772794,86,0.0637919157743454
1585710704.0974162,87,0.06313202530145645
1585710897.0512362,88,0.060835082083940506
1585711089.2622185,89,0.05958741903305054
1585711275.95106,90,0.06666037440299988
1585711453.7029035,91,0.06584849208593369
1585711642.61712,92,0.0675213411450386
1585711830.62347,93,0.06334704160690308
1585712024.8115146,94,0.06817623972892761
1585712216.8747957,95,0.06745903939008713
1585712403.9447277,96,0.06554704904556274
1585712579.4737792,97,0.06463626027107239
1585712766.2849653,98,0.06695326417684555
1585712940.0737834,99,0.06605012714862823
1585713127.1642864,100,0.06556441634893417
1585713301.1973922,101,0.06588538736104965
1585713493.0001843,102,0.06716019660234451
1585713678.6436043,103,0.06942810863256454
1585713866.6451607,104,0.06582523137331009
1585714057.2003596,105,0.06852959096431732
1585714242.6083508,106,0.07076055556535721
1585714429.272308,107,0.0713435709476471
1585714614.8486357,108,0.06731931865215302
1585714804.1429358,109,0.06819546967744827
1585714990.3613071,110,0.06788033246994019
1585715178.52074,111,0.06353023648262024
1585715368.3660727,112,0.06772787868976593
1585715556.4327822,113,0.06591097265481949
1585715743.7039876,114,0.07050792127847672
1585715932.7322996,115,0.07129822671413422
1585716121.394249,116,0.07115603238344193
1585716310.2601168,117,0.074232317507267
1585716499.5458963,118,0.06939836591482162
1585716687.303337,119,0.0711945965886116
1585716875.8474162,120,0.06791864335536957
1585717062.4839802,121,0.07535841315984726
1585717255.7665918,122,0.07333378493785858
1585717444.756178,123,0.07751742750406265
1585717634.2981234,124,0.0753241553902626
1585717824.3804297,125,0.07013744860887527
1585718012.6978576,126,0.07375038415193558
1585718200.1609259,127,0.07218659669160843
1585718388.789816,128,0.07019230723381042
1585718576.2916524,129,0.07145444303750992
1585718765.6893976,130,0.07299871742725372
1585718955.2915568,131,0.07031375169754028
1585719143.7707021,132,0.06908979266881943
1585719331.3672283,133,0.0711902529001236
1585719517.93484,134,0.06910303235054016
1585719705.80457,135,0.0734456479549408
1585719897.6114783,136,0.06952458620071411
1585720085.3249404,137,0.07546240836381912
1585720272.0321453,138,0.07422595471143723
1585720459.0239632,139,0.0752464309334755
1585720645.5562987,140,0.06867275387048721
1585720834.4123993,141,0.0684344619512558
1585721023.6531043,142,0.067790687084198
1585721214.1129558,143,0.06897789239883423
1585721399.4847736,144,0.0683695524930954
1585721587.002501,145,0.06906379759311676
1585721773.1391761,146,0.07303272187709808
1585721964.5105147,147,0.07046674191951752
1585722149.860847,148,0.07062949985265732
1585722337.8589296,149,0.07208679616451263
1585722526.1915383,150,0.07332973182201385
1585722717.8192623,151,0.07143702358007431
1585722905.540465,152,0.07589816302061081
1585723096.116877,153,0.07420139759778976
1585723287.002357,154,0.06775455176830292
1585723479.2050931,155,0.07151343673467636
1585723668.6638453,156,0.06699428707361221
1585723860.7263713,157,0.07329139858484268
1585724050.2066402,158,0.07055065035820007
1585724238.6924024,159,0.07712601125240326
1585724430.8221252,160,0.06997108459472656
1585724620.5843241,161,0.07015111297369003
1585724813.2422476,162,0.07563700526952744
