Wall time,Step,Value
1585654966.189951,0,0.00037024321500211954
1585655124.7212782,1,0.0003656219341792166
1585655284.939642,2,0.00031245365971699357
1585655459.1432152,3,0.00032788023236207664
1585655646.6297014,4,0.0003259527147747576
1585655823.0453496,5,0.0003265036502853036
1585656000.1896832,6,0.003094377228990197
1585656175.8090754,7,0.0054581500589847565
1585656356.2096019,8,0.005749516189098358
1585656531.7361915,9,0.005509477108716965
1585656713.3325005,10,0.005905711092054844
1585656892.1886587,11,0.005440806970000267
1585657070.768355,12,0.005844738334417343
1585657248.4482062,13,0.00552208861336112
1585657428.3281257,14,0.017217343673110008
1585657611.590605,15,0.0197038222104311
1585657792.4991462,16,0.009841427206993103
1585657971.8985322,17,0.02080599032342434
1585658153.5617747,18,0.019680269062519073
1585658331.2510307,19,0.02168443612754345
1585658505.719436,20,0.025420641526579857
1585658687.955674,21,0.01753736473619938
1585658866.2413416,22,0.025863226503133774
1585659049.9162056,23,0.029448186978697777
1585659230.3032336,24,0.022675778716802597
1585659411.3906767,25,0.027294548228383064
1585659588.7004719,26,0.023072294890880585
1585659773.461483,27,0.034558333456516266
1585659950.439883,28,0.0307735875248909
1585660135.1856701,29,0.031184587627649307
1585660314.1479404,30,0.031176237389445305
1585660494.0864701,31,0.03033038042485714
1585660675.554767,32,0.031560301780700684
1585660860.2167897,33,0.03308708965778351
1585661044.5935407,34,0.040158841758966446
1585661225.1341307,35,0.03774619475007057
1585661409.513692,36,0.03913203626871109
1585661590.3996303,37,0.03446374088525772
1585661772.962267,38,0.04073498025536537
1585661955.7948234,39,0.042174533009529114
1585662139.7035,40,0.04933417588472366
1585662323.9600618,41,0.045029595494270325
1585662504.4482367,42,0.048997290432453156
1585662687.4579127,43,0.04629291594028473
1585662871.1812959,44,0.0471356064081192
1585663054.4793234,45,0.04731646552681923
1585663238.3018832,46,0.049583498388528824
1585663422.3183365,47,0.048894550651311874
1585663605.4836833,48,0.05172720178961754
1585663788.8701923,49,0.05276254937052727
1585663975.255715,50,0.053047530353069305
1585664157.653469,51,0.0559714138507843
1585664341.122654,52,0.05574823170900345
1585664522.024517,53,0.056046534329652786
1585664703.2324462,54,0.0521073192358017
1585664884.836181,55,0.058994751423597336
1585665065.5034513,56,0.054888512939214706
1585665249.205669,57,0.05610103905200958
1585665434.5356832,58,0.059727564454078674
1585665618.3918998,59,0.058284636586904526
1585665801.9865947,60,0.06115848198533058
1585665987.6418161,61,0.06444714963436127
1585666172.0221498,62,0.06330494582653046
1585666358.069828,63,0.06075366586446762
1585666545.4442797,64,0.06166472285985947
1585666730.5651793,65,0.06167151406407356
1585666914.258237,66,0.05958127602934837
1585667097.5817726,67,0.0641334056854248
1585667284.143175,68,0.05926898866891861
1585667469.3333967,69,0.06149556487798691
1585667652.5006971,70,0.061979517340660095
1585667837.4835994,71,0.06304090470075607
1585668026.7459276,72,0.06262003630399704
1585668211.3955193,73,0.056728754192590714
1585668394.443398,74,0.06139584630727768
1585668581.941612,75,0.06048959493637085
1585668762.932522,76,0.06531047075986862
1585668945.046849,77,0.06344151496887207
1585669133.6399448,78,0.06168476864695549
1585669322.4386537,79,0.06214573606848717
1585669511.8518326,80,0.06166612729430199
1585669697.0558813,81,0.06159268692135811
1585669879.1985366,82,0.06285382062196732
1585670062.138034,83,0.06196972355246544
1585670249.3786554,84,0.06262701749801636
1585670436.2990746,85,0.06637308746576309
1585670622.054078,86,0.0663929283618927
1585670805.2076874,87,0.06450606137514114
1585670991.1440938,88,0.06159660965204239
1585671174.940474,89,0.06379614025354385
1585671361.766291,90,0.06317427009344101
1585671546.995184,91,0.06193514168262482
1585671731.3119557,92,0.0647217258810997
1585671916.089678,93,0.06362595409154892
1585672103.1524584,94,0.06296937167644501
1585672284.9940455,95,0.06392452865839005
1585672471.7135398,96,0.06414618343114853
1585672649.8557673,97,0.06093010678887367
1585672834.1469607,98,0.06558927893638611
1585673015.7838905,99,0.062073495239019394
