Wall time,Step,Value
1585654966.3287196,0,4.400997638702393
1585655124.7921422,1,3.6400389671325684
1585655284.9403589,2,3.557485342025757
1585655459.205541,3,3.5344529151916504
1585655646.69193,4,3.50622820854187
1585655823.1077228,5,3.483057737350464
1585656000.252055,6,3.473975658416748
1585656175.95453,7,3.4573285579681396
1585656356.2794566,8,3.448227882385254
1585656531.8013005,9,3.425394296646118
1585656713.466235,10,3.406583547592163
1585656892.2512934,11,3.3983829021453857
1585657070.7688348,12,3.3823063373565674
1585657248.5075104,13,3.3738553524017334
1585657428.3869314,14,3.366915702819824
1585657611.6609128,15,3.344209909439087
1585657792.5596962,16,3.3279712200164795
1585657971.9604723,17,3.3144822120666504
1585658153.5622733,18,3.321875810623169
1585658331.3131232,19,3.305034637451172
1585658505.8586452,20,3.3023648262023926
1585658687.9563644,21,3.294060468673706
1585658866.3640482,22,3.29264497756958
1585659049.9889922,23,3.273594856262207
1585659230.3037333,24,3.2744133472442627
1585659411.45625,25,3.262014150619507
1585659588.701068,26,3.264509916305542
1585659773.5337632,27,3.238401174545288
1585659950.4404876,28,3.2363898754119873
1585660135.186307,29,3.226365089416504
1585660314.213137,30,3.2183353900909424
1585660494.1482925,31,3.22019362449646
1585660675.62649,32,3.1970250606536865
1585660860.2174287,33,3.1874184608459473
1585661044.736393,34,3.189101219177246
1585661225.2068353,35,3.1722590923309326
1585661409.583312,36,3.1802823543548584
1585661590.4001174,37,3.155566692352295
1585661773.0353074,38,3.153622627258301
1585661955.9327292,39,3.1382644176483154
1585662139.7747056,40,3.129525661468506
1585662323.960779,41,3.128777027130127
1585662504.4488244,42,3.105177640914917
1585662687.4585474,43,3.0942511558532715
1585662871.181767,44,3.1036038398742676
1585663054.4799895,45,3.0870168209075928
1585663238.435824,46,3.0835564136505127
1585663422.3189049,47,3.0627620220184326
1585663605.5613973,48,3.054277181625366
1585663788.9460306,49,3.0402982234954834
1585663975.331978,50,3.05206036567688
1585664157.725901,51,3.0273993015289307
1585664341.1231158,52,3.0191690921783447
1585664522.101113,53,3.003291606903076
1585664703.2329605,54,3.0041823387145996
1585664884.9117527,55,3.0039288997650146
1585665065.5041006,56,2.9834656715393066
1585665249.2063904,57,2.9640185832977295
1585665434.6067762,58,2.968167781829834
1585665618.3925235,59,2.9676902294158936
1585665802.0619795,60,2.942795515060425
1585665987.7262747,61,2.9343318939208984
1585666172.0228717,62,2.926020860671997
1585666358.0706427,63,2.9235503673553467
1585666545.4448724,64,2.9183640480041504
1585666730.5659266,65,2.922128677368164
1585666914.2588398,66,2.8934547901153564
1585667097.582387,67,2.8940248489379883
1585667284.1439898,68,2.89204740524292
1585667469.3340833,69,2.87565016746521
1585667652.501283,70,2.850235939025879
1585667837.484217,71,2.860445022583008
1585668026.7464142,72,2.8603100776672363
1585668211.396096,73,2.847334384918213
1585668394.444126,74,2.8267908096313477
1585668581.942263,75,2.8255691528320312
1585668763.0138936,76,2.8127801418304443
1585668945.0474775,77,2.823122024536133
1585669133.6407223,78,2.8142151832580566
1585669322.4392962,79,2.8003604412078857
1585669511.8524854,80,2.7972662448883057
1585669697.0565135,81,2.7834126949310303
1585669879.1990888,82,2.76580548286438
1585670062.1386244,83,2.78365159034729
1585670249.379187,84,2.773157835006714
1585670436.3701468,85,2.763338088989258
1585670622.1347866,86,2.7492387294769287
1585670805.2081854,87,2.7466185092926025
1585670991.144542,88,2.732663154602051
1585671174.940974,89,2.7267093658447266
1585671361.7667987,90,2.7211532592773438
1585671546.9959302,91,2.7142274379730225
1585671731.3128574,92,2.703500986099243
1585671916.090193,93,2.706319808959961
1585672103.1530986,94,2.6937642097473145
1585672284.995741,95,2.6933772563934326
1585672471.71423,96,2.6823980808258057
1585672649.856364,97,2.6786909103393555
1585672834.1476402,98,2.6738545894622803
1585673015.7844834,99,2.66489577293396
